,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1831,601137,博威合金,0.39,-22.0,,4.36,,8402.77,-21.67,,04-15
1832,300335,迪森股份,0.33,-34.0,3.76,9.03,0.38,6888.89,16.03,,04-15
1833,000692,惠天热电,0.08,-26.92,,1.66,,2084.5,-26.86,10派1转10,04-15
1834,002102,冠福股份,0.07,40.0,,4.38,,2803.73,37.39,,04-15
1835,300207,欣旺达,0.33,13.79,5.22,6.51,-0.67,8103.2,13.35,,04-15
1836,600182,S佳通,0.83,53.7,,31.58,,28262.54,54.41,10派2.8,04-15
1837,000952,广济药业,0.01,-102.63,,0.34,,242.2,-102.53,,04-15
1838,300083,劲胜智能,0.64,33.33,7.09,9.38,2.06,12750.01,31.65,,04-15
1839,600438,通威股份,0.41,195.49,,17.28,,30587.1,218.72,10派3,04-15
1840,000719,中原传媒,0.65,44.44,,15.28,,28541.06,44.74,10派1.5,04-15
1841,002460,赣锋锂业,0.49,6.52,,8.93,,7412.35,6.43,,04-15
1842,002476,宝莫股份,0.08,-46.14,,4.78,,4693.22,-8.42,,04-15
1843,600545,卓郎智能,0.26,13.91,,8.83,,17703.45,13.69,10派0.8,04-15
1844,000401,冀东水泥,0.26,91.04,,2.92,,34445.0,91.16,10派1,04-15
1845,000913,钱江摩托,0.03,50.0,,0.6,,1354.26,48.46,,04-15
1846,601116,三江购物,0.37,-14.83,,9.83,,15006.16,-14.81,10派2,04-15
1847,002589,瑞康医药,1.49,26.27,,13.31,,14355.49,29.74,,04-15
1848,000552,靖远煤电,0.6,-52.11,,18.39,,42844.23,-4.23,10派1,04-15
1849,600728,佳都科技,0.18,19.03,,10.23,,9093.61,74.54,,04-15
1850,600476,湘邮科技,-0.39,-1115.83,,-24.38,,-6196.82,-1114.15,,04-15
1851,300265,通光线缆,0.31,-34.04,5.65,5.66,0.65,4233.78,-33.49,,04-15
1852,600309,万华化学,1.34,22.94,,32.62,,289141.23,23.1,10派7,04-15
1853,601789,宁波建工,0.48,41.89,,11.82,,22666.26,68.31,,04-15
1854,002395,双象股份,0.11,-66.65,,2.38,,1883.17,-33.28,,04-15
1855,002718,友邦吊顶,1.91,40.44,,35.83,,8605.12,40.58,,04-15
1856,300130,新国都,0.48,-9.43,9.04,5.45,0.31,5494.01,-8.68,,04-15
1857,002411,必康股份,0.08,-70.37,,3.23,,2688.71,-56.35,,04-15
1858,300195,长荣股份,1.01,-3.81,9.44,10.95,0.3,14300.73,-3.18,,04-15
1859,600671,天目药业,0.02,-102.74,,2.63,,210.84,-102.3,,04-15
1860,600306,商业城,-1.56,115.95,,-78.27,,-27732.8,115.92,,04-15
1861,002307,北新路桥,0.06,-33.33,,1.93,,2381.45,-36.56,10转3,04-15
1862,300352,北信源,0.51,-54.05,4.85,10.96,-0.08,6779.12,12.78,,04-15
1863,601799,星宇股份,0.91,15.32,,11.9,,21781.64,15.38,,04-15
1864,000796,凯撒旅游,0.19,266.6,,9.46,,4627.46,266.83,,04-15
1865,600982,宁波热电,0.85,107.87,,15.48,,14286.24,107.86,10派1.25送5转10,04-15
1866,600616,金枫酒业,0.27,12.5,,9.07,,11686.35,13.16,10派1,04-15
1867,002429,兆驰股份,0.6,-21.05,,17.88,,63588.55,18.56,,04-15
1868,300197,铁汉生态,0.75,-27.18,5.64,14.17,-0.95,23576.58,9.2,,04-15
1869,600886,国投电力,0.53,75.79,,21.3,,330527.9,213.61,10派1.4613,04-15
1870,600570,恒生电子,0.52,49.3,,21.73,,32331.79,48.8,10派1.6,04-15
1871,601137,博威合金,0.39,-22.0,,4.36,,8402.77,-21.67,,04-15
1872,300073,当升科技,0.06,-34.84,5.28,1.15,-0.46,970.35,-34.76,,04-15
1873,002691,冀凯股份,0.21,-50.0,,5.35,,4165.97,-42.25,,04-15
1874,000667,美好置业,0.02,-66.67,,0.96,,5169.14,-68.66,,04-15
1875,600103,青山纸业,0.02,-105.37,,1.26,,1724.16,-105.39,,04-15
1876,600137,浪莎股份,0.08,-23.64,,1.8,,817.29,-21.16,,04-15
1877,300207,欣旺达,0.33,13.79,5.22,6.51,-0.67,8103.2,13.35,,04-15
1878,600182,S佳通,0.83,53.7,,31.58,,28262.54,54.41,10派2.8,04-15
1879,000952,广济药业,0.01,-102.63,,0.34,,242.2,-102.53,,04-15
1880,300335,迪森股份,0.33,-34.0,3.76,9.03,0.38,6888.89,16.03,,04-15
1881,000692,惠天热电,0.08,-26.92,,1.66,,2084.5,-26.86,10派1转10,04-15
1882,002102,冠福股份,0.07,40.0,,4.38,,2803.73,37.39,,04-15
1883,002476,宝莫股份,0.08,-46.14,,4.78,,4693.22,-8.42,,04-15
1884,600545,卓郎智能,0.26,13.91,,8.83,,17703.45,13.69,10派0.8,04-15
1885,000401,冀东水泥,0.26,91.04,,2.92,,34445.0,91.16,10派1,04-15
1886,000913,钱江摩托,0.03,50.0,,0.6,,1354.26,48.46,,04-15
1887,601116,三江购物,0.37,-14.83,,9.83,,15006.16,-14.81,10派2,04-15
1888,002589,瑞康医药,1.49,26.27,,13.31,,14355.49,29.74,,04-15
1889,300083,劲胜智能,0.64,33.33,7.09,9.38,2.06,12750.01,31.65,,04-15
1890,600438,通威股份,0.41,195.49,,17.28,,30587.1,218.72,10派3,04-15
1891,000719,中原传媒,0.65,44.44,,15.28,,28541.06,44.74,10派1.5,04-15
1892,002460,赣锋锂业,0.49,6.52,,8.93,,7412.35,6.43,,04-15
1893,300265,通光线缆,0.31,-34.04,5.65,5.66,0.65,4233.78,-33.49,,04-15
1894,000552,靖远煤电,0.6,-52.11,,18.39,,42844.23,-4.23,10派1,04-15
1895,600728,佳都科技,0.18,19.03,,10.23,,9093.61,74.54,,04-15
1896,600476,湘邮科技,-0.39,-1115.83,,-24.38,,-6196.82,-1114.15,,04-15
1897,600309,万华化学,1.34,22.94,,32.62,,289141.23,23.1,10派7,04-15
1898,601789,宁波建工,0.48,41.89,,11.82,,22666.26,68.31,,04-15
1899,600671,天目药业,0.02,-102.74,,2.63,,210.84,-102.3,,04-15
1900,002395,双象股份,0.11,-66.65,,2.38,,1883.17,-33.28,,04-15
1901,002718,友邦吊顶,1.91,40.44,,35.83,,8605.12,40.58,,04-15
1902,300130,新国都,0.48,-9.43,9.04,5.45,0.31,5494.01,-8.68,,04-15
1903,002411,必康股份,0.08,-70.37,,3.23,,2688.71,-56.35,,04-15
1904,300195,长荣股份,1.01,-3.81,9.44,10.95,0.3,14300.73,-3.18,,04-15
1905,002223,鱼跃医疗,0.49,6.52,,18.38,,25805.35,5.72,,04-15
1906,300280,南通锻压,0.01,-93.93,4.89,0.27,0.18,168.37,-93.95,,04-15
1907,002689,远大智能,0.39,-17.02,,12.25,,15666.47,26.53,,04-15
1908,300135,宝利国际,0.19,-34.04,2.19,8.68,-1.11,9544.86,5.73,,04-15
1909,600353,旭光股份,0.32,-25.05,,9.08,,8671.75,-25.06,10派1,04-14
1910,600689,上海三毛,-0.23,-4.17,1.58,-13.87,,-4718.27,-0.48,,04-14
1911,002598,山东章鼓,0.26,-6.82,,11.58,,8141.24,-6.82,,04-12
1912,600308,华泰股份,0.06,5.77,,1.03,,6461.34,5.44,10派0.25,04-12
1913,601801,皖新传媒,0.67,21.82,,13.88,,60570.52,21.42,,04-12
1914,600033,福建高速,0.2,32.49,,7.4,,54382.14,32.42,10派1,04-12
1915,002699,美盛文化,0.45,-30.77,,6.52,,4173.02,-14.86,,04-12
1916,000677,恒天海龙,-0.3,-123.52,,-40.03,,-26100.1,-123.52,,04-12
1917,600965,福成股份,0.22,225.44,,10.7,,9076.92,380.36,10派0.7转3,04-12
1918,600601,方正科技,0.03,-12.53,,1.63,,7038.54,-12.57,10派0.1,04-12
1919,000568,泸州老窖,2.46,-21.92,,33.15,,343782.29,-21.69,10派12.5,04-12
1920,300136,信维通信,-0.49,-1164.55,4.58,-10.26,-0.23,-6561.2,-1176.62,,04-12
1921,000821,京山轻机,0.03,-112.5,,0.95,,1018.44,-112.23,10派0.1,04-12
1922,600234,ST山水,0.17,-170.83,,,,3356.37,-169.39,,04-12
1923,000906,浙商中拓,0.21,250.0,,6.92,,7001.12,251.79,10派0.5,04-12
1924,600500,中化国际,0.41,0.0,5.06,8.2,,60853.37,4.15,10派1.2,04-12
1925,600162,香江控股,0.25,527.5,,12.57,,19243.32,527.0,10派0.8,04-12
1926,000031,中粮地产,0.29,3.57,,10.48,,53457.01,3.81,10派0.3,04-12
1927,000931,中关村,-0.29,-758.69,,-29.74,,-19693.01,-758.88,,04-12
1928,300033,同花顺,0.16,-15.79,8.48,1.94,0.61,2192.19,-15.51,,04-12
1929,002347,泰尔股份,0.08,-80.49,,1.59,,1452.73,-65.96,,04-12
1930,600129,太极集团,0.03,-105.77,,1.36,,1255.98,-105.71,,04-12
1931,000532,华金资本,0.15,24.25,,7.95,,5280.05,24.2,10派0.5,04-12
1932,300151,昌红科技,0.35,2.94,7.32,4.88,0.91,3544.69,4.64,,04-12
1933,002598,山东章鼓,0.26,-6.82,,11.58,,8141.24,-6.82,,04-12
1934,600308,华泰股份,0.06,5.77,,1.03,,6461.34,5.44,10派0.25,04-12
1935,601801,皖新传媒,0.67,21.82,,13.88,,60570.52,21.42,,04-12
1936,600033,福建高速,0.2,32.49,,7.4,,54382.14,32.42,10派1,04-12
1937,002699,美盛文化,0.45,-30.77,,6.52,,4173.02,-14.86,,04-12
1938,000677,恒天海龙,-0.3,-123.52,,-40.03,,-26100.1,-123.52,,04-12
1939,600601,方正科技,0.03,-12.53,,1.63,,7038.54,-12.57,10派0.1,04-12
1940,000568,泸州老窖,2.46,-21.92,,33.15,,343782.29,-21.69,10派12.5,04-12
1941,600812,华北制药,0.01,-37.5,,0.33,,1365.53,-23.27,,04-12
1942,600883,博闻科技,0.03,-31.71,,0.96,,661.85,-31.55,10派0.2,04-12
1943,600965,福成股份,0.22,225.44,,10.7,,9076.92,380.36,10派0.7转3,04-12
1944,600662,强生控股,0.16,-7.03,,5.74,,17005.29,-7.0,10派1,04-12
1945,600293,三峡新材,0.09,112.0,,4.29,,3104.11,112.05,,04-12
1946,000561,烽火电子,0.05,-16.67,,3.56,,3053.03,-7.91,,04-12
1947,002302,西部建设,0.87,67.31,,15.28,,40710.11,271.26,10派1,04-12
1948,600080,金花股份,0.15,2.97,,4.66,,4559.44,3.03,10派0.3,04-12
1949,300214,日科化学,0.27,-43.75,5.82,4.78,-0.09,5546.33,-43.21,,04-12
1950,002532,新界泵业,0.76,40.74,,12.7,,12116.92,40.38,,04-12
1951,002002,鸿达兴业,0.58,4257.46,,18.5,,29563.22,13167.86,10转4,04-12
1952,002692,睿康股份,0.4,-53.1,,11.16,,13090.09,-1.17,,04-12
1953,000953,*ST河化,0.1,-289.76,,4.29,,2995.62,-289.75,,04-12
1954,600735,新华锦,0.18,-17.17,,8.07,,4587.04,-17.18,,04-12
1955,002103,广博股份,0.08,-52.94,,2.27,,1679.85,-54.11,,04-12
1956,002183,怡亚通,0.21,40.0,,10.23,,20028.52,59.61,,04-12
1957,600653,申华控股,0.1,16.77,,8.82,,17278.67,16.79,,04-12
1958,300325,德威新材,0.39,-50.0,4.5,8.93,0.43,6186.74,10.18,,04-12
1959,600268,国电南自,0.01,-95.65,,0.22,,512.42,-96.49,10派0.9,04-12
1960,002274,华昌化工,0.05,-116.67,,0.84,,1319.26,-116.61,,04-12
1961,002370,亚太药业,0.03,-123.08,,0.78,,548.02,-121.31,,04-12
1962,002081,金螳螂,1.33,-6.99,,32.36,,156360.52,40.68,,04-12
1963,600853,龙建股份,0.03,-3.31,,2.21,,1721.75,-3.42,10派0.1,04-12
1964,000990,诚志股份,0.18,90.22,,3.2,,5189.06,90.52,10派0.3,04-12
1965,600328,兰太实业,0.1,-437.93,,2.85,,3505.12,-440.77,10派0.3,04-12
1966,600804,鹏博士,0.3,100.0,,10.1,,40307.15,95.18,10派1,04-12
1967,002444,巨星科技,0.42,-25.0,,12.74,,42760.9,51.83,,04-11
1968,000153,丰原药业,0.09,25.03,,2.9,,2734.66,43.79,,04-11
1969,002310,东方园林,1.46,-36.24,,27.35,,88938.81,29.25,,04-11
1970,002406,远东传动,0.45,4.65,,6.08,,12558.25,4.67,,04-11
1971,300206,理邦仪器,0.27,-50.91,9.04,2.97,0.23,3470.29,-37.13,,04-11
1972,600354,敦煌种业,0.04,-113.54,,1.75,,1733.74,-113.43,,04-11
1973,600738,兰州民百,0.3,31.72,,11.07,,11044.42,85.03,10派1,04-11
1974,300211,亿通科技,0.35,-19.93,7.55,4.75,0.49,2272.33,-3.66,,04-11
1975,002641,永高股份,0.67,-50.74,,12.62,,24295.73,-10.38,,04-11
1976,600251,冠农股份,0.82,18.84,,23.21,,29715.64,19.26,10派2.5,04-11
1977,300076,GQY视讯,0.07,-77.42,10.04,0.76,-0.01,744.66,-77.06,,04-11
1978,601018,宁波港,0.22,4.76,,10.17,,283982.0,6.1,,04-11
1979,002608,江苏国信,0.56,1.82,,5.91,,12354.83,53.15,,04-11
1980,300150,世纪瑞尔,0.24,-52.94,5.11,4.69,0.13,6452.9,-5.46,10派2,04-11
1981,600491,龙元建设,0.23,-45.24,,7.35,,22162.85,-43.78,10派0.75,04-11
1982,000856,冀东装备,0.04,-78.95,,1.76,,854.86,-79.98,,04-11
1983,002276,万马股份,0.24,20.0,,9.17,,22001.7,23.86,,04-11
1984,600325,华发股份,0.66,-1.35,,8.58,,53833.77,-1.37,10派2,04-11
1985,300058,蓝色光标,1.04,67.74,8.12,19.53,0.32,43904.67,86.3,,04-11
1986,300176,鸿特精密,0.24,-49.16,5.22,4.72,1.74,2604.71,-38.99,,04-11
1987,300246,宝莱特,0.2,-60.0,2.63,7.68,0.19,2892.37,-20.77,,04-11
1988,002382,蓝帆医疗,0.2,-4.76,,4.84,,4697.42,-8.25,,04-11
1989,002644,佛慈制药,0.34,1.26,,4.44,,3059.64,0.79,10派0.32转10,04-11
1990,000301,东方市场,0.27,107.69,,11.68,,33007.89,107.19,10派0.5,04-11
1991,002264,新华都,-0.44,-246.67,,-20.09,,-23627.81,-248.11,,04-11
1992,300245,天玑科技,0.45,25.0,4.28,11.0,0.32,6084.27,26.21,,04-11
1993,600225,*ST松江,-0.46,-428.57,,-26.91,,-28911.95,-437.98,,04-11
1994,000966,长源电力,0.53,245.78,,19.23,,29259.13,245.8,,04-11
1995,002065,东华软件,1.12,35.37,,24.36,,77087.05,35.44,10派2转10,04-11
1996,600291,西水股份,0.19,3.95,,3.14,,7181.16,3.96,,04-11
1997,002134,*ST普林,-0.2,-44.44,,-8.25,,-4827.15,-45.56,,04-11
1998,002508,老板电器,1.51,43.81,,20.57,,38563.23,43.87,,04-10
1999,002235,安妮股份,0.05,-6.11,,2.07,,960.11,-6.08,,04-10
2000,002557,洽洽食品,0.75,-10.71,,9.91,,25518.19,-9.88,,04-10
2001,601377,兴业证券,0.27,22.73,5.0,5.87,,67294.07,41.27,10派0.8,04-10
2002,300340,科恒股份,0.03,-96.44,9.19,0.37,0.26,345.02,-91.9,,04-10
2003,002300,太阳电缆,0.46,10.9,,12.28,,13862.71,10.89,10派4转5,04-10
2004,300356,光一科技,0.36,-65.05,5.22,7.11,0.16,4733.68,-34.85,,04-10
2005,002348,高乐股份,0.14,-49.43,,5.73,,6516.41,1.14,,04-10
2006,000679,大连友谊,0.45,5.52,,11.06,,16018.7,5.49,10派2.5,04-10
2007,600694,大商股份,4.01,20.42,,24.2,,117881.54,20.66,10派12.2,04-10
2008,601616,广电电气,0.06,38.63,,2.15,,5458.2,38.82,,04-10
2009,002321,华英农业,-0.35,-2460.0,,-10.43,,-12736.94,-3059.34,,04-10
2010,300012,华测检测,0.41,-35.94,2.63,16.5,0.64,14964.52,27.09,,04-10
2011,002085,万丰奥威,0.76,18.75,,18.14,,29727.4,19.72,,04-10
2012,600999,招商证券,0.48,35.49,,8.44,,222966.89,35.46,,04-10
2013,600410,华胜天成,0.06,-73.23,,1.78,,4176.4,-73.35,10派0.55,04-10
2014,600436,片仔癀,2.73,9.64,,21.92,,42976.84,23.31,10派11,04-10
2015,002512,达华智能,0.27,50.8,,8.5,,8771.21,52.23,,04-10
2016,000899,赣能股份,0.68,167.33,,28.62,,44083.26,167.31,10派1,04-10
2017,600117,西宁特钢,-0.1,-350.0,,-2.49,,-7122.63,-326.19,,04-10
2018,002480,新筑股份,0.03,-112.0,,0.52,,978.47,-114.25,,04-10
2019,002175,东方网络,0.1,2.06,,2.6,,1087.1,24.66,,04-10
2020,600173,卧龙地产,0.09,-11.91,,4.52,,6540.43,-11.91,10派0.3,04-10
2021,601010,文峰股份,0.52,-38.82,,10.46,,38464.28,-8.03,10派3.6,04-10
2022,600008,首创股份,0.27,3.44,,10.19,,60126.55,3.43,10派1.5,04-10
2023,002373,千方科技,-0.93,5.68,,-23.68,,-12699.2,111.73,,04-10
2024,601177,杭齿前进,0.06,-65.23,,1.39,,2386.07,-65.19,,04-10
2025,002603,以岭药业,0.44,29.41,,6.04,,24429.15,31.48,,04-10
2026,002298,中电鑫龙,0.21,-17.67,,7.13,,8748.67,-8.24,10派0.35,04-10
2027,300129,泰胜风能,0.24,33.33,4.46,5.48,0.2,7740.47,32.63,,04-10
2028,002511,中顺洁柔,0.37,-51.32,,5.17,,11593.52,-27.04,,04-10
2029,000531,穗恒运A,1.02,18.55,,14.22,,34791.17,18.54,10派3转10,04-10
2030,601608,中信重工,0.18,-50.0,,6.51,,49971.03,-42.63,10派0.58,04-10
2031,300359,全通教育,0.7,-4.11,3.58,21.34,0.74,4199.21,-3.92,,04-10
2032,600020,中原高速,0.18,-24.08,,5.73,,39459.5,-24.09,10派0.55,04-10
2033,002447,壹桥股份,0.61,1.67,,15.98,,16253.11,1.0,,04-10
2034,603123,翠微股份,,,,8.09,,13340.27,-9.91,,04-10
2035,002260,德奥通航,0.13,48.16,,6.09,,2006.73,48.25,,04-10
2036,300026,红日药业,0.91,-9.0,4.52,22.17,0.38,33953.65,46.92,10派1转5,04-10
2037,002693,双成药业,0.37,-45.59,4.84,7.81,,6677.19,-1.8,,04-10
2038,002618,丹邦科技,0.32,-8.57,,4.99,,5241.52,-5.78,,04-10
2039,600637,东方明珠,0.61,32.22,,19.79,,67735.06,31.15,10派0.4,04-10
2040,601010,文峰股份,0.52,-38.82,,10.46,,38464.28,-8.03,,04-10
2041,600008,首创股份,0.27,3.44,,10.19,,60126.55,3.43,10派1.5,04-10
2042,002373,千方科技,-0.93,5.68,,-23.68,,-12699.2,111.73,,04-10
2043,601177,杭齿前进,0.06,-65.23,,1.39,,2386.07,-65.19,,04-10
2044,002603,以岭药业,0.44,29.41,,6.04,,24429.15,31.48,,04-10
2045,002298,中电鑫龙,0.21,-17.67,,7.13,,8748.67,-8.24,10派0.35,04-10
2046,300129,泰胜风能,0.24,33.33,4.46,5.48,0.2,7740.47,32.63,,04-10
2047,002511,中顺洁柔,0.37,-51.32,,5.17,,11593.52,-27.04,,04-10
2048,000531,穗恒运A,1.02,18.55,,14.22,,34791.17,18.54,10派3转10,04-10
2049,601608,中信重工,0.18,-50.0,,6.51,,49971.03,-42.63,10派0.58,04-10
2050,300359,全通教育,0.7,-4.11,3.58,21.34,0.74,4199.21,-3.92,,04-10
2051,600020,中原高速,0.18,-24.08,,5.73,,39459.5,-24.09,10派0.55,04-10
2052,002447,壹桥股份,0.61,1.67,,15.98,,16253.11,1.0,,04-10
2053,603123,翠微股份,,,,8.09,,13340.27,-9.91,,04-10
2054,002260,德奥通航,0.13,48.16,,6.09,,2006.73,48.25,,04-10
2055,300026,红日药业,0.91,-9.0,4.52,22.17,0.38,33953.65,46.92,10派1转5,04-10
2056,002693,双成药业,0.37,-45.59,4.84,7.81,,6677.19,-1.8,,04-10
2057,002618,丹邦科技,0.32,-8.57,,4.99,,5241.52,-5.78,,04-10
2058,600637,东方明珠,0.61,32.22,,19.79,,67735.06,31.15,10派0.4,04-10
2059,000961,中南建设,1.04,18.18,,17.2,,120938.29,17.17,10派1.2,04-10
2060,002515,金字火腿,0.16,-36.0,,2.67,,2259.18,-36.49,,04-10
2061,600746,江苏索普,0.09,-168.72,,6.66,,2807.58,-168.71,10派0.28,04-10
2062,002082,万邦德,0.47,30.56,,9.87,,11155.76,29.1,,04-10
2063,002087,新野纺织,0.15,0.46,,4.38,,8012.27,0.45,,04-09
2064,002151,北斗星通,0.24,-4.0,,6.26,,4316.05,-6.4,,04-09
2065,600526,菲达环保,0.21,50.0,,3.62,,4009.9,111.1,10派1转10,04-09
2066,300282,汇冠股份,-0.12,-154.55,3.93,-3.06,-0.18,-885.01,-171.83,,04-09
2067,002097,山河智能,0.07,204.59,,1.63,,2731.0,200.75,,04-09
2068,002182,云海金属,0.09,27.72,,2.79,,2534.75,27.77,10派1,04-09
2069,000070,特发信息,0.23,20.16,,6.24,,6146.55,30.46,10派0.3,04-09
2070,000713,丰乐种业,0.19,-18.48,,4.54,,5576.84,-18.47,10派0.3,04-09
2071,600125,铁龙物流,0.32,-8.81,,10.01,,42142.91,-8.8,,04-09
2072,600673,东阳光科,0.18,-5.26,,5.77,,14616.44,-5.14,10派0.5,04-09
2073,600333,长春燃气,0.07,250.0,,2.7,,3819.81,268.55,10派0.3,04-09
2074,601515,东风股份,1.26,15.6,,29.36,,70262.06,17.64,,04-09
2075,002369,卓翼科技,0.37,-7.5,,6.72,,8957.5,5.46,,04-09
2076,002690,美亚光电,0.8,-19.19,,14.35,,20799.84,23.39,,04-09
2077,002096,南岭民爆,0.5,4.17,,10.43,,18459.36,4.02,,04-09
2078,000759,中百集团,0.25,-16.67,,5.84,,17081.46,-16.72,10派1.2,04-09
2079,603555,贵人鸟,0.81,-19.8,,33.34,,42348.99,-19.79,,04-09
2080,002566,益盛药业,0.4,-9.09,,5.42,,8731.9,-9.63,,04-09
2081,002266,浙富控股,0.08,-61.9,,4.69,,9146.27,-28.38,,04-09
2082,600737,中粮糖业,0.05,-106.44,,1.48,,8031.72,-110.9,10派0.3,04-09
2083,002126,银轮股份,0.3,130.77,,7.46,,9645.13,133.0,,04-09
2084,002292,奥飞娱乐,0.38,-13.64,,14.58,,23083.32,27.26,,04-09
2085,601777,力帆股份,0.44,29.99,,7.83,,42427.59,32.0,,04-09
2086,600007,中国国贸,0.32,-15.79,,6.85,,32519.68,-15.0,10派1.7,04-09
2087,600578,京能电力,0.49,-40.96,,18.94,,219637.21,36.01,10派2,04-09
2088,300257,开山股份,0.82,-20.39,7.46,11.32,0.96,35063.43,18.55,,04-09
2089,002570,贝因美,1.13,-5.83,,19.73,,72104.64,41.54,10派6.5转6,04-09
2090,000929,兰州黄河,0.14,16.67,,4.22,,2535.64,16.65,10派0.3,04-09
2091,600276,恒瑞医药,0.91,4.46,,21.22,,123811.06,14.92,10派0.9送1,04-09
2092,300370,安控科技,1.17,12.83,5.59,23.23,-0.47,5103.72,12.82,,04-09
2093,002575,群兴玩具,0.09,-72.73,,2.74,,2447.08,-43.85,,04-09
2094,002607,亚夏汽车,0.21,-52.27,,5.49,,4730.91,-38.63,,04-09
2095,600132,重庆啤酒,0.33,0.0,,10.64,,15873.86,-0.19,10派2,04-09
2096,300381,溢多利,1.62,15.4,7.83,23.07,1.74,6313.48,15.39,,04-09
2097,300090,盛运环保,0.65,96.97,6.26,13.2,0.07,17472.39,108.49,,04-09
2098,002050,三花智控,0.54,17.39,,10.75,,32335.38,19.19,10派2转3,04-09
2099,002435,长江润发,0.26,-18.75,,6.37,,5158.94,21.6,,04-09
2100,300373,扬杰科技,1.44,38.46,5.58,29.74,1.17,9969.15,38.51,,04-08
2101,002652,扬子新材,0.23,-41.03,,6.54,,3619.82,-12.24,,04-08
2102,000698,沈阳化工,0.06,-123.33,,1.2,,3697.0,-122.96,,04-08
2103,000633,合金投资,0.02,143.55,,2.6,,582.43,144.72,,04-08
2104,002587,奥拓电子,0.44,-6.38,,8.92,,4812.74,-7.19,,04-08
2105,300048,合康新能,0.13,-67.5,4.42,2.99,-0.08,4446.68,-67.07,,04-08
2106,000425,徐工机械,0.73,-39.17,,8.35,,150851.73,-38.83,10派1,04-08
2107,002688,金河生物,0.83,-13.76,,9.94,,9043.25,0.96,,04-08
2108,000778,新兴铸管,0.53,-20.31,,8.17,,103129.78,-18.53,10派1送5,04-08
2109,002489,浙江永强,0.55,37.5,,8.49,,26186.71,36.86,,04-08
2110,300036,超图软件,0.46,913.33,5.12,9.33,0.47,5476.56,919.59,,04-08
2111,300230,永利股份,0.32,3.73,3.35,9.97,0.27,5210.23,3.7,,04-08
2112,002291,星期六,0.09,-40.0,,2.12,,3402.15,-39.07,,04-08
2113,002387,黑牛食品,0.05,-72.22,,1.07,,1457.08,-73.64,,04-08
2114,300203,聚光科技,0.36,-10.0,4.27,8.65,0.17,15915.22,-10.27,,04-08
2115,002633,申科股份,-0.19,-575.0,,-5.16,,-2854.09,-548.61,,04-08
2116,002445,中南文化,0.2,42.86,,5.28,,5035.33,42.08,,04-08
2117,300244,迪安诊断,0.72,10.77,4.82,15.74,0.63,8609.33,43.04,,04-08
2118,300066,三川智慧,0.65,30.0,6.48,10.41,0.61,10090.19,28.66,,04-05
2119,600313,农发种业,0.12,54.11,,4.03,,4268.68,76.94,,04-05
2120,600984,建设机械,-0.52,-1174.85,,-22.26,,-9985.15,-1555.17,,04-05
2121,600765,中航重机,0.2,-25.93,,4.67,,15330.86,-28.18,10派0.4,04-05
2122,600352,浙江龙盛,0.91,60.67,,16.19,,134910.99,62.49,10派2.7,04-05
2123,600146,商赢环球,-0.46,-936.36,,-49.37,,-9200.56,-932.04,,04-05
2124,600713,南京医药,0.06,250.0,,3.84,,3868.07,257.48,,04-05
2125,603008,喜临门,0.38,-33.33,,11.4,,12021.39,18.16,,04-05
2126,600151,航天机电,0.12,-113.69,,3.89,,14425.52,-116.22,10派0.35,04-05
2127,601158,重庆水务,0.39,0.0,,14.77,,187720.35,-0.6,,04-04
2128,600517,置信电气,0.41,68.29,,14.15,,28342.05,86.22,10派1.5转8,04-04
2129,300016,北陆药业,0.22,-46.34,1.83,12.29,0.14,6597.17,4.65,,04-04
2130,600128,弘业股份,0.28,5.25,,4.94,,6877.53,5.27,10派0.9,04-04
2131,600127,金健米业,0.02,100.0,,2.07,,1100.92,110.57,,04-04
2132,600978,宜华生活,0.36,38.46,,9.13,,41053.54,36.13,10派0.85,04-04
2133,002344,海宁皮城,0.93,-26.19,,31.04,,103900.44,47.47,,04-04
2134,002606,大连电瓷,0.15,-21.05,,4.15,,3054.47,-21.0,,04-04
2135,600757,长江传媒,0.35,12.9,,11.08,,37820.75,15.81,,04-04
2136,000701,厦门信达,1.01,215.63,,26.11,,24173.19,210.07,10派1.4,04-04
2137,600131,岷江水电,-0.32,-328.57,,-21.45,,-16207.76,-329.47,,04-04
2138,000016,深康佳A,0.04,-1.57,,1.11,,4516.3,-1.45,10派0.1,04-04
2139,000409,山东地矿,0.27,0.0,,12.68,,12677.49,57.32,,04-04
2140,600004,白云机场,0.78,20.0,,11.91,,89495.76,18.84,10派3.7,04-04
2141,002049,紫光国芯,0.9,54.24,,12.36,,27251.52,92.9,,04-04
2142,600206,有研新材,0.01,-101.79,,0.19,,192.83,-101.57,10转10,04-04
2143,600367,红星发展,0.01,-90.0,4.12,0.27,,326.39,-89.12,10派0.1,04-04
2144,300087,荃银高科,0.07,-66.67,5.49,1.35,0.1,773.69,-65.59,,04-03
2145,600475,华光股份,0.3,-8.71,,5.2,,7566.44,-8.72,10派1,04-03
2146,002244,滨江集团,1.04,10.64,,21.3,,141012.45,11.39,,04-03
2147,002009,天奇股份,0.15,-31.82,,4.21,,4273.67,-12.5,10派0.25,04-03
2148,000089,深圳机场,0.3,-13.33,,6.65,,50229.61,-13.31,10派0.35,04-03
